preprocessed_text,label_sentiment
kegblgnunfaedh sepakatkurikulum didik lama tri nadiem tidak jelas arah dan kurikulum merdeka jauh anak didik dari didik moral dan adabpadahal ajar didik moral pancasila tetap butuh anak didik panjang jaman,positif
deelvote nenkmonica nadiemmakarim saya sbg kakak yang adik sekolah pakai kurikulum merdeka rasa ikut bingung jg ini konsep bagaimana sih sbnrnya adik saya ngeluh terus tugas banyak tapi ajar yang sampai tidak maksimal jadi mau gamau saya ikut bantuin dia nugas sambil karena ngerasa kurikilum ini memang tidak jelas,positif
soal uji pkn kelas sd kurikulum merdeka semester tahun dan kunci jawab sumatif lewat tribunnews,netral
soal ulang sejarah kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
kurikulum merdeka bahkan bikin indo goblog apa lebih baik jajah aja,positif
leonardo da vinci orang jenius nyaris tanpa didik formal selain hanya baca tulis apkh ini contoh idealisme kurikulum merdeka ajar memang harus didik adalah merdeka bukan jajah homo,positif
partaisocmed itu fakta yah adik adik di kurikulum merdeka anak didik tidak boleh tinggal kelas jadi bamyak anak yang belum layak naik harus naik bahkan anak sd yang belum lancar baca harus tetap naik dan itu cukup prihatin,positif
soal ulang prakarya kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
soal ulang bahasa indonesia kelas semester amp kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
nenkmonica nadiemmakarim bahkan total turut saya sih kurikulum merdeka yang tukertukeran mahasiswa beda prodi bahkan bikin pusing tidak linier ilmu kalau lihat kurikulum bingung mau sebut sarjana apa,negatif
soal ulang agama kristen kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
zanatul once again berkat bus itu muncul lah kurikulum merdeka ajar kurikulum bus dan bus resmi masuk tri investasi telah itu jadi kampus paling elit kaya dan alumni banyak yang bangun startup karena bijak nadiem kurikulum bus,positif
siswa waji tahu ini beda aslim dan pts di kurikulum merdeka kurikulummerdeka siswa,netral
cerna dua kalimat ini itu butuh logika matematika sederhana kalau ambil salah satu terus jengkel coba cek lagi nilai matematika smanya eh lupa kan kurikulum merdeka iya,negatif
deelvote nenkmonica nadiemmakarim saya juga kerja di bidang didik benar kurikulum merdeka ini bagus tapi sdm indonesia utama guru banyak yang belum capable,positif
dampak instan kurikulum merdeka,netral
dannidivendra nenkmonica nadiemmakarim yang paling aku rasain lama jadi guru itu di bagi kurikulum bahkan jujur saja aku masih ngajar dengan prinsip banding kurikulum merdeka,positif
kurikulum merdeka pada seluruh satu didik yang papar capai ajar dan alur tuju ajar dalam terap kurikulum merdeka lanjut giat papar susun modul projek kuat profil ajar pancasila oleh ibu ima ilmayatie mpd yang,positif
ikut ini rupa kunci jawab bahasa indonesia kelas halaman kurikulum merdeka tribungorontalo,netral
jk sebut kurikulum merdeka tidak bisa terap cara nasional beritasatu news berita,positif
contoh soal ulang akidah akhlak kelas sd kurikulum merdeka dan kunci jawab uas sas arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
soal ulang fisika kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
kunci jawab bahasa indonesia kelas halaman kurikulum merdeka bahasaindonesia kurikulummerdeka teksberita,netral
contoh soal ulang seni budaya kelas sd kurikulum merdeka dan kunci jawab sbdp arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
soal ulang seni budaya kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang ips kelas dan kunci jawab sumatif tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang agama islam kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang agama buddha kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang seni budaya kelas semester kurikulum merdeka dan kunci jawab tahun lewat tribunnews,netral
soal ulang pjok kelas semester kurikulum merdeka dan kunci jawab sumatif tahun lewat tribunnews,netral
soal ulang ips kelas semester kurikulum merdeka dan kunci jawab sumatif tahun lewat tribunnews,netral
soal ulang agama katolik kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang agama kristen kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang bahasa indonesia kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang bahasa inggris kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
dengan kurikulum merdeka ajar bukan lagi soal hafal tapi paham anakanak dorong untuk erti proses bukan hanya hasil sehingga ilmu lebih lekat dan relevan untuk masa depan mereka kurikulummerdeka medcomid mudamemberiarti,positif
soal ulang bahasa jawa kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
contoh soal ulang agama kristen kelas sd kurikulum merdeka dan kunci jawab uas sas arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
contoh soal ulang pjok kelas sd kurikulum merdeka dan kunci jawab uas sas lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
contoh soal ulang bahasa inggris kelas sd kurikulum merdeka dan kunci jawab uas sas lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
bahas soal dan kunci jawab bahasa inggris kelas kurikulum merdeka halaman orangutan kuncijawaban bahasainggris kurikulummerdeka orangutan smp gandhijayanti treasure,positif
perangkat ajar kurikulum merdeka di smp sekolah tengah pertama muntot perangkatajar perangkatajarkurikulummerdeka perangkatajarsmp kurikulummerdeka liat,positif
perangkat ajar kurikulum merdeka di sama sekolah tengah atas perangkatajar perangkatajarkurikulummerdeka perangkatajarsma kurikulummerdeka,positif
ciriciri kalimat deklaratif dan contoh materi bahasa indonesia kurikulum merdeka lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
kritik jk hadap kurikulum merdeka tidak sesuai untuk didik nasional baca lengkap di jusufkalla kurikulummerdeka kurikulum kritik didik sekolah satusuaramedia satusuaranusantara,positif
