preprocessed_text,label_sentiment
gess tahu enggak kenapa gin karena sekarang kurikulum nya merdeka enggak ada sistem enggak naik kelas un tiada saya bagai guru juga pusing ubah terus kurikulum terus merdeka urus anak begini dan bikin administrasi banyak terus gaji kidding what di you think,positif
ikut kunci jawab pai kelas halaman dan kurikulum merdeka nilai tahu ba,positif
jika sebut kurikulum merdeka ajar tidak cocok terap cara nasional terima kasih puang jk klik untuk baca kompascom baca berita tanpa iklan download aplikasi,positif
nadiem makariem kembali buat gebrak bijak itu ia beri nama merdeka ajar kampus merdeka dalam papar bijak itu sebut tidak ada empat poin yang jadi program utama nadiem apa saja,positif
yang gagal itu sdm nya enggak sih kurikulum merdeka ini bagus loh benar tapi mental warga saja yang belum siap sekian puluh tahun di jajah iya mental nya mental budak bukan mental merdeka toh kalaupun ada kurang turut saya lebih ke dewasa sdm nya guru dosen dsb,positif
tuju indonesia cemas masmenteri nadiem makariem ini realita dari hasil kurikulum merdeka ajar,positif
di buku teks matematika kurikulummerdeka sudah benar iya konsep ajar tempat bilang dulu belum bisa kurang susun ini ajar kelas dan kelas sd unduh gratis buku teks,positif
qasimitv bagaimana kalau kamu saja yang ajar pakai kurikulum merdeka,positif
banyak opini sebut bahwa kurikulum merdeka bukan masalah didik kita hari ini saya kasih jelas singkat kenapa pada era merdeka ajar guru sulit paham kurikulum kurikulum canggih no banyak branding yes tread,positif
kurikulum merdeka bahkan bikin anakanak indonesia goblog apa lebih baik jajah aja,positif
this tweet basically summarises what happened with kurikulum merdeka ajar,positif
dengan kurikulum merdeka untuk bentuk generasi muda yang taat hukum dan milik nilainilai moral yang kuat utama kait anti korupsi dan anti bullying,positif
panggil temanteman yang lagi cari buku kurikulum merdeka di sibi ada kurikulum merdeka masuk audio booknya juga karena resmi dari kemendikbud jadi bisa jadi referensi untuk ajar dan cari materi moga manfaat iya buat yang lagi cari buat ajar,positif
nenkmonica nadiemmakarim kurikulum merdeka bikin ruwet guru yang sudah mbahmbah apalagi guru yang gagap teknologi mereka harus fokus ajar buat urus aplikasi aku enggak tau apa tapi mama selalu di depan laptop melulu dan ngeluh capek minta ajar aku daripada fokus ngajarnya dan akhir muridmurid lantar,positif
selamat atas luncur kurikulummerdeka hari ini prakarya nino dan tim yang harap buat giat ajar lebih hidup relevan dan senang dapat info masuk kalau mau baca naskah akademik di i sama a proud wife,positif
prabowo terima limpah pr yang begitu besar sektor didik mulai dari kurikulum merdeka hingga baik infrstruktur didik baca tulis hasanudin wahid sekjen pk dan anggota dprri yang artikel ini telah tayang di dengan judul nanti,positif
kenapa kurikulum merdeka jadi tinggal kelas bagai pilih akhir kurikulum merdeka jadi sistem tinggal kelas jadi pilih akhir karena kembang ajar tiap murid adalah fokus utama bukan hanya nilai semata kurikulummerdeka merdekabelajar,positif
dengan kurikulum merdeka ajar bukan lagi soal hafal tapi paham anakanak dorong untuk erti proses bukan hanya hasil sehingga ilmu lebih lekat dan relevan untuk masa depan mereka kurikulummerdeka medcomid mudamemberiarti,positif
materi ajar karakter tolak keras tolak judi online amp bijak media sosial pelajarpenggerakmerahputih pelajarsehatcerdasberkarakter,positif
ptn temanteman ada yang punya alam linjur di kurikulum merdeka coba share di reply dong temanteman soal aku pikir buat linjur,positif
joktug halo cari joki yang bisa buat alat evaluasi assesmen yang biasa jadi komponen perangkat ajar dalam buat modul kurikulum merdeka untuk modul sudah ada utama yang memang di spess ahli pgsd drop fee,positif
ratarata sekarang kurikulum merdeka kamu mulai search kurikulum merdeka temu menit per bulan minggu buat kelas istimewa dengan temu tiap hari per bulan lebih baik materi ajar dari kamu bukan buku siswa karena buku siswa pasti beda,positif
wkdtndmswl nenkmonica nadiemmakarim revisi turut saya juga bagus padu sekaligus transisi antara kurikulum lama ktsp yang lebih ke arah pemahamanpenguasaan teorimateri dan kurikulum merdeka yang lebih depan praktek dan terap dari teori,positif
tabuhberbunyi mboke ganes nik tipaah nah ini memang konsep kurikulum merdeka yang sekarang kak kurikulum cuma blue print tapi materi buat lagi oleh guru gantung butuh murid salut buat kakak moga lancar dan berkah terus didik anakanaknya,positif
kurikulum merdeka memang hebat selamat sambut indonesia ee mas,positif
tapi kurikulum merdeka enggak boleh ada anak sampai tinggal kelas inti biar bodo tetap naik kelas mba jadi murid mah suka jadi,positif
kurikulum merdeka masih bisa enggak naik kelas walau itu opsi akhir akhir tafsir bahwa kurikulum merdeka harus semua anak naik kelas padahal iya bisa saja sih enggak naik,positif
rill kurikulum merdeka ajar enggak ajar tetap merdeka ngomongngomong memang semir itu pernah bantu ngerjain pr keponakan sd kls doi kan iya harus jawab yang ada di soal itu ada semua iya sesuai bahan baca buku paket ini enggak bahkan yang ada aku repot harus cari dulu,positif
mdy kurikulum merdeka itu benar kayak i iya tapi ajar enggak beri bekal mampu ajar sistem i iya jadi sulit,positif
nenkmonica nadiemmakarim jujur program dia beberapa okay kayak kampus merdeka bagus untuk anak kuliah tapi kurikulum didik sd sampai smadll jujur gagal banget muridmurid pada enggak jelas enggak ada tahu tahu umum enggak pintar matematika gajelas apalagi semenjak ada istilah ipas makin aneh,positif
kurikulum merdeka jadi guru merdeka laku hal kreatif hadap serta didik keren damn kemdikbud ri,positif
salah satu hal yang perlu paham guru dalam buat lapor hasil ajar kurikulum merdeka adalah cara rumus deskripsi nilai rapor di dalam kurikulum merdeka,positif
wakil menteri daya perempuan dan lindung anak pppa veronica tan tekan penting ubah paradigma dalam didik anak usia dini paud lalu kurikulum merdeka,positif
contoh soal bahasa inggris kelas semester kurikulum merdeka bisa jadi referensi ajar,positif
sender anak kurikulum merdeka asli pusing banget mana full gambar kemarin hari ini dan besok full makalah sender bisa gila,positif
kurikulum merdeka buat sd itu pas bagi rapo ada sistem rangking enggak ya tia,positif
ajar pada kurikulum merdeka sulit benar bukan sulit lho tetapi lalu kurikulum merdeka ajar bukan lagi soal hafal tapi paham ingin tahu jelas lengkap yuk simak ulas ikut ini kurikulummerdeka merdekabelajar,positif
kumpar konsep asli mungkin enggak jelek amat terap yang beranta amp enggak pakai kira contoh mhs sastra masuk ke kuliah it merdeka ajar kata ikut kuliah yang enggak ada hubung itu anggap bagai telah ambil kuliah sesuai kurikulum di jurus asal aja kan,positif
barisanpemudari kurikulum merdeka murid merdeka bebas bebas mau erti apa enggak tetap bakal naik kelas dan lulus tepat waktu yeay itu belum ditanyain panjang bpupki sama ppki pki nya jadi partai yang onoh,positif
curvabax ndrypd saya punya adek sd dan pakai kurikulum merdeka memang telah saya cek di buku sekolah mereka hampir sejarah dan pkn itu sisip enggak ada benar benar enggak ada,positif
projek kurikulum merdeka ini enggak kerja dengan baik turut kls ada projek kewirausahaan tapi enggak dapat mapel pkwu kls dapat pkwu tapi enggak ada projek kurikulum merdeka turut kalian gmn,positif
yang sebenwrnya bikin saya gereget adalah anak paksa untuk naik kelas saat dia benar belum mampu kurikulum merdeka juga enggak bikin mereka jadi bisa ajar mandiri justru tambah males administrasi guru banyak tapi gaji kecil,positif
tobiin barisanpemudari kurikulum merdeka ajar bas projek enak ini enggak textbook bisa belaajr dari praktik lebih tempel di otak esensial sesuai bakat dan minat ini sih konsep yang bener,positif
mari bersamasama buat ajar yang tarik di kelas kita kurikulummerdeka pembelajaranmenarik source instagram asrulresa,positif
menbud fadli zon usul ajar sejarah jadi waji masuk kurikulum merdeka lewat koran bogor,positif
jusuf kalla kritik kurikulum merdeka tidak cocok terap cara nasional,positif
dalam merdeka ajar nadiem hapus uji nasional un bagai syarat kelulus bijak ini jadi salah satu yang paling kontroversial picu debat tentang standar kualitas didik,positif
zanatul bagaimana sejahtera pak insentif untuk guru swasta brsertifikasi kerap kali trlambat cair bahkan tidak cair tahun garagara kami anggap tidak penuh jam ajar dan pernah jadi kena deadline isi dapodik karena alih sistem ke kurikulum merdeka yang kacau,positif
permendikbudrisek kurikulum merdeka baru di uji publik tidak sesuai urut bijak sudah jalan atur susul hayo lama ini kalian jalan kurikulum makhluk apa hayo dalam ilmu sejarah ini sebut anakronisme etapi sejarah kan enggak penting iya lupa,positif
auxiliarywits banyak teman aku yang ajar yang gen alpha dan beta akan lebih ngeri lagi dari gen saja yang sekarang sudah remaja dan dewasa muda kurikulum merdeka sih nadiem benerbener sistemik rusak daripada dampak positif nya enggak sepenuh salah individu tapi benerbener korban dari sistem,positif
kriteria capai tuju ajar kktp bahasa inggris kelas sdmi fase a kurikulum merdeka kktpbahasainggris kktpkurikulummerdeka kriteriaketercapaiantujuanpembelajaran,positif
kurikulum merdeka anggap bakal bikin anakanak jadi progresif risk taker strategic thinker bla bla bla benerin tuh concept mastery baru integrated knowledge amp transfer set deh ibarat passing saja belum benar sudah omong pressing dan high defense line keblinger,positif
wapamungkas padahallll fungsi kurikulum merdeka salah satu adalah supaya siswa punya track record baik itu prestasi maupun balik jadi enggak usah cekcek medsos begini bagaimana kalau anak enggak punya medsos mau dipaksain juga,positif
kurikulum etika moral sejarah indonesia emosi saint dan teknologi mat fisika biologi kimia komputer bahasa indonesia bahasa asing kreativitas seni dan budaya sosial teori dan praktek ajar agama hapus masuk ke dalam giat ekskul siswa,positif
kegblgnunfaedh sepakatkurikulum didik lama tri nadiem enggak jelas arah dan kurikulum merdeka jauh anak didik dari didik moral dan adabpadahal ajar didik moral pancasila tetap butuh anak didik panjang jaman,positif
ajar sejarah tidak lagi waji pramuka bukan lagi ekstra kurikuler waji anak sampai tapi kali dasar di bawah saja belum bisa amp belum hapal jangan tanya jika hadap dengan sama kuadrat lalu apa yang mau tuju dari kurikulum merdeka,positif
jika sebut kurikulum merdeka ajar tidak cocok terap cara nasional,positif
